config_name,backbone,attention,loss_type,use_imbalance,use_contrastive,cdw_power,contrastive_lambda,contrastive_beta,center_crop_ratio,val_qwk_mean,val_qwk_std,val_acc_mean,val_acc_std,val_mae_mean,val_mae_std,val_macro_f1_mean,val_macro_f1_std,val_ece_mean,val_ece_std,val_f1_class0_mean,val_f1_class1_mean,val_f1_class2_mean,val_f1_class3_mean,val_f1_class4_mean,test_qwk_mean,test_qwk_std,test_acc_mean,test_acc_std,test_mae_mean,test_mae_std,test_macro_f1_mean,test_macro_f1_std,test_ece_mean,test_ece_std,test_f1_class0_mean,test_f1_class1_mean,test_f1_class2_mean,test_f1_class3_mean,test_f1_class4_mean
attention_coord,convnext_tiny,coord,cdw_ce,False,False,3.0,0.5,1.0,0.8,0.6714241116149174,0.0021135325390169196,0.5068186402603951,0.018313648651237146,0.569654563792234,0.008354637802567136,0.3067388524494758,0.004552121416676354,0.27242214833733575,0.02930827775197601,0.7288615968590334,0.3407552327576805,0.46407743263066503,0.0,0.0,0.6967902005190336,0.0,0.5211352657004831,0.0,0.5440821256038647,0.0,0.3197931887931888,0.0,0.20947294450108553,0.0,0.7644787644787645,0.375,0.4594871794871795,0.0,0.0
