config_name,backbone,attention,loss_type,use_imbalance,use_contrastive,cdw_power,contrastive_lambda,contrastive_beta,center_crop_ratio,val_qwk_mean,val_qwk_std,val_acc_mean,val_acc_std,val_mae_mean,val_mae_std,val_macro_f1_mean,val_macro_f1_std,val_ece_mean,val_ece_std,val_f1_class0_mean,val_f1_class1_mean,val_f1_class2_mean,val_f1_class3_mean,val_f1_class4_mean,test_qwk_mean,test_qwk_std,test_acc_mean,test_acc_std,test_mae_mean,test_mae_std,test_macro_f1_mean,test_macro_f1_std,test_ece_mean,test_ece_std,test_f1_class0_mean,test_f1_class1_mean,test_f1_class2_mean,test_f1_class3_mean,test_f1_class4_mean
attn_triplet_ckpt,convnext_tiny,triplet,cdw_ce,False,False,3.0,0.5,1.0,0.8,0.8207910881234712,0.003687287623688507,0.6344688946958236,0.010383250428846568,0.4062627790766974,0.009238726167444906,0.6651240012896628,0.005357265761314981,0.1678008288942759,0.02718679636482208,0.738391920587114,0.3632566813224708,0.6060411800093155,0.782383560585537,0.8355466639438764,0.8502453137962409,0.0,0.6714975845410628,0.0,0.35688405797101447,0.0,0.7026277977065309,0.0,0.08453867534076534,0.0,0.7772585669781932,0.38375350140056025,0.6404066073697586,0.8463356973995272,0.8653846153846154
