config_name,backbone,attention,loss_type,use_imbalance,use_contrastive,cdw_power,contrastive_lambda,contrastive_beta,center_crop_ratio,val_qwk_mean,val_qwk_std,val_acc_mean,val_acc_std,val_mae_mean,val_mae_std,val_macro_f1_mean,val_macro_f1_std,val_ece_mean,val_ece_std,val_f1_class0_mean,val_f1_class1_mean,val_f1_class2_mean,val_f1_class3_mean,val_f1_class4_mean,test_qwk_mean,test_qwk_std,test_acc_mean,test_acc_std,test_mae_mean,test_mae_std,test_macro_f1_mean,test_macro_f1_std,test_ece_mean,test_ece_std,test_f1_class0_mean,test_f1_class1_mean,test_f1_class2_mean,test_f1_class3_mean,test_f1_class4_mean
A3_imbalance,convnext_tiny,triplet,cdw_ce,True,False,3.0,0.5,1.0,0.8,0.7838321990259339,0.0402002357347106,0.5443336542428826,0.08477026011545877,0.4824645089319825,0.0782701860084007,0.6159867518374286,0.07034886266574131,0.272472428885722,0.10466061671524354,0.4909198646636296,0.3877235060754265,0.5634622573918519,0.7879778049958138,0.8498503260604211,0.8031280865965428,0.02336628717002644,0.5626006441223833,0.04796661284191668,0.45269726247987113,0.045546330511210785,0.64837864217111,0.03432655644883086,0.1580739020941338,0.027041587987874104,0.5301384946741164,0.3999431473281713,0.6086919952243944,0.8476605583395838,0.8554590152892839
