config_name,backbone,attention,loss_type,use_imbalance,use_contrastive,cdw_power,contrastive_lambda,contrastive_beta,center_crop_ratio,val_qwk_mean,val_qwk_std,val_acc_mean,val_acc_std,val_mae_mean,val_mae_std,val_macro_f1_mean,val_macro_f1_std,val_ece_mean,val_ece_std,val_f1_class0_mean,val_f1_class1_mean,val_f1_class2_mean,val_f1_class3_mean,val_f1_class4_mean,test_qwk_mean,test_qwk_std,test_acc_mean,test_acc_std,test_mae_mean,test_mae_std,test_macro_f1_mean,test_macro_f1_std,test_ece_mean,test_ece_std,test_f1_class0_mean,test_f1_class1_mean,test_f1_class2_mean,test_f1_class3_mean,test_f1_class4_mean
contrastive_beta_0.5,convnext_tiny,triplet,cdw_ce,True,True,3.0,0.5,0.5,0.8,0.8150995210336834,0.006316380559804591,0.6209858799798286,0.011367460767259094,0.42141154357493243,0.009240198444452986,0.6573200547900633,0.008106731164417357,0.17139542263832747,0.028189148995955555,0.7363612972291813,0.3744561494560678,0.548304501037745,0.7815651779213209,0.8459131483060011,0.8462040283780479,0.0,0.6443236714975845,0.0,0.3774154589371981,0.0,0.6770203415550436,0.0,0.0938788998854045,0.0,0.7737341772151899,0.36970474967907574,0.5788043478260869,0.827906976744186,0.8349514563106796
